link_id,customer_id,project_id,region_id
L08113,C05489,P04325,R02604
L08114,C07154,P03578,R02545
L08115,C01696,P01621,R03398
L08116,C04215,P06133,R09351
L08117,C05293,P09864,R01474
L08118,C06203,P04690,R06706
L08119,C06468,P04224,R03955
L08120,C01195,P00709,R04495
L08121,C02787,P04684,R04033
L08122,C01664,P07116,R02303
L08123,C06411,P07315,R06439
L08124,C01706,P05559,R08637
L08125,C08882,P02449,R00689
L08126,C02282,P01667,R04710
L08127,C00553,P09140,R05787
L08128,C06995,P04957,R09310
L08129,C04918,P01833,R09518
L08130,C01899,P04088,R05730
L08131,C06287,P07099,R07870
L08132,C04537,P08973,R03457
L08133,C05707,P03066,R01913
L08134,C02418,P00054,R05483
L08135,C03211,P07612,R06419
L08136,C06517,P03503,R02355
L08137,C01874,P03118,R04178
L08138,C04351,P01978,R09348
L08139,C08113,P06286,R09426
L08140,C04452,P03137,R04446
L08141,C02285,P01205,R01353
L08142,C05579,P05012,R01561
L08143,C01256,P01102,R05008
L08144,C07098,P03400,R02771
L08145,C06887,P05983,R02082
L08146,C04101,P07343,R09165
L08147,C01919,P02103,R08356
L08148,C06143,P06559,R02109
L08149,C02276,P03153,R06017
L08150,C00588,P09161,R09443
L08151,C04280,P00952,R09501
L08152,C09889,P06378,R07671
L08153,C03259,P06852,R06405
L08154,C06519,P03967,R08763
L08155,C00180,P08501,R08430
L08156,C03765,P01229,R06973
L08157,C04552,P07019,R00845
L08158,C03614,P09215,R07783
L08159,C01052,P09040,R07124
L08160,C00151,P08695,R03100
L08161,C04052,P04754,R00740
L08162,C01499,P01540,R06898
L08163,C04699,P07232,R07388
L08164,C05900,P03995,R09301
L08165,C00656,P06620,R01424
L08166,C05405,P02515,R03323
L08167,C02390,P09113,R07254
L08168,C01035,P01974,R06483
L08169,C03642,P06946,R01964
L08170,C03965,P00505,R03115
L08171,C03821,P00578,R07191
L08172,C06673,P03513,R04678
L08173,C00288,P05103,R04414
L08174,C03000,P01080,R08354
L08175,C09997,P08449,R06533
L08176,C07184,P01662,R03939
L08177,C06066,P07091,R08520
L08178,C01176,P09365,R04381
L08179,C04116,P02795,R04243
L08180,C03664,P01239,R08846
L08181,C00664,P01412,R06133
L08182,C00847,P08142,R05580
L08183,C02296,P00511,R00557
L08184,C03866,P03299,R03185
L08185,C09007,P02518,R04317
L08186,C03983,P09177,R05663
L08187,C09662,P03516,R03269
L08188,C06879,P01198,R06417
L08189,C09064,P00210,R07142
L08190,C03331,P09696,R07948
L08191,C07548,P00173,R07392
L08192,C03175,P01197,R04992
L08193,C09906,P09622,R05491
L08194,C04020,P01884,R03098
L08195,C00959,P05076,R02264
L08196,C02283,P02720,R09250
L08197,C04489,P06150,R08645
L08198,C08512,P00726,R02248
L08199,C02461,P05677,R08354
L08200,C04592,P03988,R07868
L08201,C04105,P06166,R06445
L08202,C04463,P06486,R09931
L08203,C04642,P04349,R05464
L08204,C03831,P03257,R07451
L08205,C04959,P09552,R09713
L08206,C02079,P03146,R04080
L08207,C00383,P05875,R09347
L08208,C08791,P00476,R07640
L08209,C09187,P09470,R02339
L08210,C09885,P03258,R00339
L08211,C03729,P06391,R00942
L08212,C04872,P09275,R05926
L08213,C02720,P00872,R00786
L08214,C08172,P05241,R01784
L08215,C08111,P06194,R08150
L08216,C08751,P02054,R05567
L08217,C06142,P05276,R05665
L08218,C06489,P07197,R03928
L08219,C09738,P01258,R09259
L08220,C04825,P07881,R01308
L08221,C00352,P02225,R06632
L08222,C03014,P04445,R04551
L08223,C02051,P03852,R06745
L08224,C08542,P04255,R09909
L08225,C00638,P02416,R08853
L08226,C08095,P04850,R06526
L08227,C00038,P06368,R04084
L08228,C06020,P09802,R05273
L08229,C04034,P09637,R00941
L08230,C04881,P03832,R07653
L08231,C07834,P01583,R07396
L08232,C08060,P01504,R00502
L08233,C04272,P02279,R08340
L08234,C00498,P05779,R03184
L08235,C02337,P01632,R06428
L08236,C08982,P01306,R05858
L08237,C06288,P07979,R07162
L08238,C03286,P06278,R03026
L08239,C08277,P08469,R06773
L08240,C09049,P05936,R01616
L08241,C03228,P08327,R04553
L08242,C00397,P01757,R00324
L08243,C03135,P05363,R00809
L08244,C02055,P06975,R01260
L08245,C00413,P01703,R03215
L08246,C07926,P08932,R08494
L08247,C04971,P08293,R02305
L08248,C06937,P04809,R04855
L08249,C05486,P09258,R04307
L08250,C06449,P06546,R01661
L08251,C03193,P00239,R06888
L08252,C08997,P07057,R00532
L08253,C00977,P05901,R03548
L08254,C08934,P08094,R09325
L08255,C05822,P01325,R06498
L08256,C06560,P08062,R04326
L08257,C00728,P04804,R04866
L08258,C06983,P06057,R07595
L08259,C02522,P09470,R09117
L08260,C09093,P01205,R03065
L08261,C08367,P04973,R09630
L08262,C00521,P04981,R01674
L08263,C03521,P00539,R01800
L08264,C07642,P03114,R07595
L08265,C06176,P07664,R05411
L08266,C03278,P04170,R02932
L08267,C01222,P08968,R05259
L08268,C09445,P04204,R04859
L08269,C06902,P03737,R02554
L08270,C06050,P03873,R08120
L08271,C07881,P00102,R05713
L08272,C00646,P06090,R09320
L08273,C04554,P04670,R01070
L08274,C00768,P08530,R03764
L08275,C09512,P06230,R01872
L08276,C06784,P06195,R04472
L08277,C02313,P08290,R03104
L08278,C02995,P07962,R07908
L08279,C07761,P04383,R03527
L08280,C09701,P01135,R02904
L08281,C01054,P04743,R03760
L08282,C01623,P03309,R01372
L08283,C00779,P09567,R07578
L08284,C01835,P07283,R08243
L08285,C03306,P05715,R03413
L08286,C06302,P07991,R09947
L08287,C08835,P06009,R09515
L08288,C08005,P07651,R09121
L08289,C00703,P03270,R00976
L08290,C09663,P00964,R02713
L08291,C08629,P07162,R07799
L08292,C03385,P05046,R08749
L08293,C07089,P00074,R04249
L08294,C05564,P06373,R03136
L08295,C08186,P03700,R00452
L08296,C06063,P06503,R03510
L08297,C01047,P05613,R01091
L08298,C06242,P08315,R00342
L08299,C09537,P08870,R08195
L08300,C09564,P06751,R04671
L08301,C06512,P09015,R04736
L08302,C07642,P08306,R02189
L08303,C03591,P00398,R00629
L08304,C05335,P07993,R01072
L08305,C07753,P09369,R01452
L08306,C02012,P05910,R01914
L08307,C01513,P07825,R07071
L08308,C00515,P07218,R05968
L08309,C06477,P06319,R08511
L08310,C03512,P06669,R02569
L08311,C04444,P08682,R03137
L08312,C00845,P03561,R05638
L08313,C00150,P00544,R07970
L08314,C07454,P04641,R01533
L08315,C00291,P06663,R06142
L08316,C05411,P02750,R07815
L08317,C00706,P09188,R08172
L08318,C04121,P05051,R07474
L08319,C09419,P05291,R00197
L08320,C04966,P08740,R08375
L08321,C03729,P00175,R07195
L08322,C02649,P04446,R00119
L08323,C01808,P01828,R03589
L08324,C06203,P04822,R00229
L08325,C02909,P03529,R08686
L08326,C02091,P07175,R01326
L08327,C04780,P09247,R07896
L08328,C03873,P04651,R06120
L08329,C00943,P06417,R00760
L08330,C06054,P02345,R00828
L08331,C06621,P06595,R00940
L08332,C05284,P04672,R06697
L08333,C08140,P09897,R03892
L08334,C03727,P07511,R04938
L08335,C02448,P03721,R05938
L08336,C08751,P00828,R08482
L08337,C04877,P09959,R05338
L08338,C03547,P07574,R03470
L08339,C05446,P04723,R00511
L08340,C09113,P07308,R07353
L08341,C04732,P00275,R04544
L08342,C09667,P09482,R07745
L08343,C05487,P05684,R05895
L08344,C01799,P04850,R01012
L08345,C06071,P02237,R07584
L08346,C09062,P04204,R01845
L08347,C06706,P07310,R00987
L08348,C02955,P06229,R08389
L08349,C04660,P00087,R01310
L08350,C07644,P02495,R04157
L08351,C03391,P08021,R00382
L08352,C04794,P09328,R06355
L08353,C06422,P06914,R02680
L08354,C07932,P07519,R08058
L08355,C04860,P05763,R03642
L08356,C00889,P07585,R01359
L08357,C00819,P08019,R09388
L08358,C03477,P04338,R08909
L08359,C04020,P07353,R06256
L08360,C08231,P00222,R02102
L08361,C01821,P09264,R02339
L08362,C01780,P08007,R08690
L08363,C02188,P06525,R07999
L08364,C00689,P02682,R00814
L08365,C05896,P03814,R07556
L08366,C08659,P02886,R01951
L08367,C01682,P06891,R05614
L08368,C08321,P07141,R01810
L08369,C06511,P04107,R00968
L08370,C05107,P01288,R09935
L08371,C05136,P01952,R03007
L08372,C01661,P05070,R07570
L08373,C01640,P09207,R05189
L08374,C01954,P00776,R05396
L08375,C05388,P01856,R03753
L08376,C01039,P07809,R09203
L08377,C01441,P00297,R08642
L08378,C03655,P07817,R03178
L08379,C02245,P04601,R05284
L08380,C09480,P06951,R02237
L08381,C02527,P07204,R04532
L08382,C05490,P04110,R08894
L08383,C06111,P00466,R02194
L08384,C09148,P00800,R06121
L08385,C03020,P03469,R01694
L08386,C08535,P01767,R05880
L08387,C01420,P03701,R07795
L08388,C09729,P06022,R02210
L08389,C05121,P03340,R03738
L08390,C02993,P03399,R05425
L08391,C06283,P06084,R02293
L08392,C00198,P00794,R01292
L08393,C00689,P02704,R01731
L08394,C01859,P01190,R01642
L08395,C04220,P07731,R07034
L08396,C01869,P00329,R04264
L08397,C09853,P00096,R02537
L08398,C00283,P01586,R09136
L08399,C01549,P03253,R04819
L08400,C08767,P01849,R08530
L08401,C02200,P02835,R02799
L08402,C03450,P03242,R08765
L08403,C08669,P04788,R02427
L08404,C07208,P05673,R09906
L08405,C01172,P03555,R01633
L08406,C00706,P01045,R01198
L08407,C09496,P09766,R05196
L08408,C09777,P05411,R03890
L08409,C03062,P04781,R03772
L08410,C07495,P05035,R03133
L08411,C01498,P06341,R08744
L08412,C00908,P01970,R08078
L08413,C07429,P00929,R08963
L08414,C04071,P07505,R09708
L08415,C05515,P07860,R05392
L08416,C00931,P03435,R04539
L08417,C01707,P03364,R02546
L08418,C09042,P02654,R07483
L08419,C06245,P07015,R06045
L08420,C09428,P08539,R05896
L08421,C07829,P08308,R09869
L08422,C04478,P09305,R08356
L08423,C02354,P01975,R01792
L08424,C01276,P03426,R07265
L08425,C07599,P06124,R05100
L08426,C04913,P04092,R07099
L08427,C04345,P06811,R03405
L08428,C05180,P09405,R03396
L08429,C05309,P07284,R00550
L08430,C01800,P04082,R02464
L08431,C01318,P06871,R02044
L08432,C00835,P07829,R08964
L08433,C02677,P01929,R03993
L08434,C06126,P06547,R05276
L08435,C09872,P08698,R05162
L08436,C01741,P08307,R05552
L08437,C02405,P00198,R01571
L08438,C01501,P02346,R04763
L08439,C04737,P05954,R09428
L08440,C02477,P04112,R06087
L08441,C08523,P08096,R00541
L08442,C05407,P08082,R03191
L08443,C08433,P07255,R05340
L08444,C08571,P07057,R05438
L08445,C01276,P03518,R09047
L08446,C05099,P09066,R05370
L08447,C06722,P09657,R08473
L08448,C02450,P05884,R01042
L08449,C05768,P08769,R03350
L08450,C04449,P09206,R00761
L08451,C07325,P02135,R06544
L08452,C09628,P00718,R08975
L08453,C06743,P01958,R00570
L08454,C08161,P03347,R06273
L08455,C01441,P02074,R07182
L08456,C06010,P06308,R00182
L08457,C09262,P06299,R08726
L08458,C02956,P05801,R01005
L08459,C09613,P02845,R05355
L08460,C04232,P03371,R08981
L08461,C01461,P08639,R03556
L08462,C08805,P07825,R04973
L08463,C08559,P06958,R07576
L08464,C01484,P05750,R07173
L08465,C05570,P06290,R07516
L08466,C05084,P01530,R05594
L08467,C07427,P09980,R06337
L08468,C04038,P09612,R05887
L08469,C02008,P00495,R04525
L08470,C05376,P05440,R07393
L08471,C03343,P02090,R07798
L08472,C01693,P03789,R08394
L08473,C04279,P09287,R00237
L08474,C03003,P01885,R05421
L08475,C04414,P04671,R04685
L08476,C00322,P07736,R02424
L08477,C09903,P04392,R06515
L08478,C06416,P02721,R06032
L08479,C02808,P08017,R06288
L08480,C00025,P03020,R09155
L08481,C02037,P01440,R03768
L08482,C02765,P03136,R07654
L08483,C02005,P03427,R06780
L08484,C05252,P06962,R03491
L08485,C05092,P06432,R02271
L08486,C03239,P06662,R07878
L08487,C08226,P06001,R07723
L08488,C03096,P03082,R07317
L08489,C00754,P07563,R01304
L08490,C06114,P05069,R09146
L08491,C05368,P03915,R09088
L08492,C06721,P00361,R07412
L08493,C08983,P00583,R08165
L08494,C08295,P08818,R06111
L08495,C06070,P01434,R07119
L08496,C01193,P05047,R01584
L08497,C09105,P01885,R00669
L08498,C00558,P08511,R01864
L08499,C03784,P09662,R00050
L08500,C00396,P06745,R09785
L08501,C01338,P02783,R06553
L08502,C04216,P05798,R06280
L08503,C05875,P08605,R06422
L08504,C04240,P01509,R04514
L08505,C00741,P06348,R05262
L08506,C08542,P00569,R06286
L08507,C01466,P02673,R05218
L08508,C00388,P04114,R06854
L08509,C05162,P03722,R03576
L08510,C05269,P08189,R05491
L08511,C06519,P04552,R08464
L08512,C05160,P08747,R09828
L08513,C03880,P09318,R04262
L08514,C00217,P08642,R08282
L08515,C07572,P00506,R00987
L08516,C01783,P07651,R03165
L08517,C09310,P06227,R03017
L08518,C02328,P00953,R00562
L08519,C05183,P02824,R03354
L08520,C07568,P07162,R03298
L08521,C05035,P05530,R04476
L08522,C06936,P02935,R07830
L08523,C03149,P00294,R06699
L08524,C07925,P08470,R09489
L08525,C00146,P00570,R03008
L08526,C07772,P07186,R09090
L08527,C06020,P08045,R00350
L08528,C04356,P08133,R00308
L08529,C09953,P04459,R04405
L08530,C05726,P09992,R06869
L08531,C05736,P05359,R07514
L08532,C03713,P05969,R02311
L08533,C05176,P09950,R04605
L08534,C03370,P08570,R06561
L08535,C08298,P07997,R00158
L08536,C04068,P08391,R03608
L08537,C06420,P04038,R08189
L08538,C05841,P09796,R02527
L08539,C02831,P05681,R09950
L08540,C02163,P08666,R02264
L08541,C06188,P08014,R07194
L08542,C08980,P04937,R01961
L08543,C06825,P09140,R06681
L08544,C00871,P04567,R06111
L08545,C06381,P09127,R09665
L08546,C05841,P03283,R01630
L08547,C09351,P04745,R09005
L08548,C03756,P06373,R02856
L08549,C08734,P00225,R06530
L08550,C01607,P04475,R06697
L08551,C09857,P02083,R06879
L08552,C01667,P07002,R07117
L08553,C03057,P05287,R03695
L08554,C06841,P01429,R07828
L08555,C00097,P00404,R00369
L08556,C07381,P01914,R05178
L08557,C05739,P06323,R09888
L08558,C06587,P00024,R04343
L08559,C06168,P04844,R05307
L08560,C04260,P09101,R05489
L08561,C00385,P07777,R05702
L08562,C09156,P03502,R03454
L08563,C00977,P03484,R09420
L08564,C07648,P01892,R05222
L08565,C06797,P05629,R00624
L08566,C03068,P02757,R01087
L08567,C06585,P05158,R04773
L08568,C03793,P00933,R01477
L08569,C06978,P05764,R04793
L08570,C06785,P01567,R03810
L08571,C03214,P02260,R08965
L08572,C03411,P01193,R09861
L08573,C05582,P02077,R05055
L08574,C02862,P08540,R01531
L08575,C08824,P04493,R08785
L08576,C08228,P00825,R09841
L08577,C06778,P03209,R06467
L08578,C07009,P08113,R03951
L08579,C05894,P04389,R09578
L08580,C07133,P03256,R07523
L08581,C05532,P08834,R00050
L08582,C07838,P07484,R02220
L08583,C05827,P06723,R06148
L08584,C05915,P07302,R02482
L08585,C08458,P06115,R09867
L08586,C00257,P01954,R09366
L08587,C00801,P02341,R08735
L08588,C03803,P05212,R03432
L08589,C08575,P08892,R02317
L08590,C00844,P02827,R00876
L08591,C05056,P09462,R09631
L08592,C07654,P09596,R07945
L08593,C09401,P06506,R09832
L08594,C04376,P01802,R03502
L08595,C04130,P03825,R08509
L08596,C03456,P09061,R04782
L08597,C04327,P09729,R02069
L08598,C09710,P00498,R02283
L08599,C07863,P03241,R06117
L08600,C07727,P09088,R06191
L08601,C03605,P00284,R02845
L08602,C04419,P02338,R05997
L08603,C05637,P09197,R07856
L08604,C08970,P08145,R07968
L08605,C06513,P01667,R05757
L08606,C06411,P04150,R01037
L08607,C01770,P04593,R02573
L08608,C05942,P09121,R03202
L08609,C00045,P09719,R00669
L08610,C06530,P01774,R08867
L08611,C05751,P08405,R04051
L08612,C00986,P01368,R02286
L08613,C04904,P08485,R07942
L08614,C02941,P03326,R08718
L08615,C03449,P06655,R02400
L08616,C08801,P05100,R00424
L08617,C02936,P06590,R01556
L08618,C04823,P09096,R07670
L08619,C07098,P05430,R05434
L08620,C05897,P00040,R07982
L08621,C08056,P02105,R08554
L08622,C08405,P03104,R06710
L08623,C00983,P06585,R01190
L08624,C03094,P04130,R02451
L08625,C00207,P02617,R06267
L08626,C09571,P09550,R00515
L08627,C01383,P01428,R09613
L08628,C09988,P04311,R08337
L08629,C05824,P09851,R03947
L08630,C02924,P01003,R08665
L08631,C04951,P05055,R04226
L08632,C05992,P07698,R02128
L08633,C03971,P03101,R01820
L08634,C04499,P08614,R01763
L08635,C03404,P00766,R08199
L08636,C08078,P09537,R09852
L08637,C07469,P02692,R08542
L08638,C07526,P08631,R03513
L08639,C01607,P02336,R05928
L08640,C02805,P02204,R01805
L08641,C04345,P01049,R08254
L08642,C02903,P05061,R01348
L08643,C07943,P03172,R06347
L08644,C02726,P04041,R02245
L08645,C08203,P06266,R01085
L08646,C07760,P00329,R09295
L08647,C02385,P07679,R07725
L08648,C06595,P04434,R05703
L08649,C06908,P09823,R05963
L08650,C02255,P08422,R00153
L08651,C01750,P02425,R06056
L08652,C09321,P05766,R04031
L08653,C02440,P06593,R00041
L08654,C08759,P08047,R00491
L08655,C02204,P00943,R05378
L08656,C00120,P04293,R00080
L08657,C09472,P05588,R04442
L08658,C07899,P07784,R09883
L08659,C04923,P08998,R07171
L08660,C03755,P03957,R02765
L08661,C01941,P01313,R01801
L08662,C09422,P04080,R02592
L08663,C01121,P06262,R03672
L08664,C02798,P09844,R09704
L08665,C05324,P05821,R07013
L08666,C08371,P08030,R00428
L08667,C07141,P03892,R08160
L08668,C07182,P02573,R04228
L08669,C00959,P03996,R05854
L08670,C04152,P01405,R08698
L08671,C02289,P00810,R03032
L08672,C09576,P03524,R05848
L08673,C08503,P03078,R03277
L08674,C08140,P02488,R01561
L08675,C04327,P05898,R06786
L08676,C04798,P08604,R05248
L08677,C03736,P04565,R04258
L08678,C04285,P04107,R09413
L08679,C01220,P02765,R02771
L08680,C08904,P00229,R03077
L08681,C04320,P01553,R08419
L08682,C02889,P09720,R09763
L08683,C06097,P06146,R07187
L08684,C05853,P01113,R05270
L08685,C09424,P05322,R04082
L08686,C10000,P07431,R00424
L08687,C01619,P00860,R04494
L08688,C07222,P00880,R07746
L08689,C05618,P07154,R06000
L08690,C08954,P07140,R02037
L08691,C01953,P06886,R07916
L08692,C05063,P03053,R07041
L08693,C07050,P02050,R04184
L08694,C05206,P04309,R01861
L08695,C03885,P04593,R01005
L08696,C07399,P00177,R03980
L08697,C02520,P06451,R02863
L08698,C03490,P07613,R01973
L08699,C01096,P02363,R02998
L08700,C08414,P05516,R08771
L08701,C03028,P04839,R09524
L08702,C05918,P06940,R07656
L08703,C09320,P08768,R02256
L08704,C04053,P09078,R00656
L08705,C02801,P05463,R09656
L08706,C02729,P04667,R01061
L08707,C02203,P02913,R06479
L08708,C03300,P04927,R03762
L08709,C02538,P06412,R03131
L08710,C06318,P01062,R02371
L08711,C09560,P08874,R08518
L08712,C05692,P07562,R05284
L08713,C00148,P06162,R09968
L08714,C06724,P05676,R00228
L08715,C05356,P04450,R04936
L08716,C02453,P06109,R03886
L08717,C05211,P03022,R04324
L08718,C03927,P03243,R02640
L08719,C02484,P08474,R06397
L08720,C03857,P03295,R00035
L08721,C07067,P04832,R08600
L08722,C08136,P07310,R04481
L08723,C08374,P08770,R08483
L08724,C02024,P08710,R05823
L08725,C00899,P00762,R00626
L08726,C04490,P05109,R09443
L08727,C07371,P00821,R07731
L08728,C00396,P07255,R05042
L08729,C02756,P02122,R05533
L08730,C09692,P09195,R08543
L08731,C03481,P00332,R07560
L08732,C02013,P02566,R05411
L08733,C03613,P09705,R00153
L08734,C02409,P05360,R05473
L08735,C05970,P08133,R08695
L08736,C06088,P02244,R07047
L08737,C04660,P05922,R04990
L08738,C02839,P01781,R03167
L08739,C09882,P02245,R08850
L08740,C09975,P08794,R02159
L08741,C07799,P05119,R04665
L08742,C00958,P09446,R09481
L08743,C03130,P00690,R09135
L08744,C00863,P00016,R04219
L08745,C04141,P06740,R00698
L08746,C05066,P06357,R04881
L08747,C02447,P02656,R06419
L08748,C08717,P08531,R02621
L08749,C00558,P01812,R05540
L08750,C06915,P06024,R06304
L08751,C02426,P08551,R06489
L08752,C03556,P03773,R01098
L08753,C08436,P04348,R05453
L08754,C08664,P01093,R01162
L08755,C09252,P05969,R09120
L08756,C06640,P00370,R00449
L08757,C00416,P09741,R08481
L08758,C07253,P05146,R00148
L08759,C04237,P05334,R00242
L08760,C02784,P08592,R08299
L08761,C08474,P08669,R08340
L08762,C03907,P00641,R05812
L08763,C00820,P03000,R02786
L08764,C09694,P07601,R09064
L08765,C00721,P00843,R09539
L08766,C00067,P03056,R03727
L08767,C04493,P01511,R01551
L08768,C08766,P04206,R06234
L08769,C08362,P03578,R06407
L08770,C07888,P06541,R08037
L08771,C06023,P03004,R09174
L08772,C03284,P06846,R06894
L08773,C03846,P07470,R09136
L08774,C03659,P03864,R09561
L08775,C05571,P00549,R04689
L08776,C09717,P00043,R01789
L08777,C06260,P01484,R08678
L08778,C05551,P01605,R01899
L08779,C02920,P03767,R02333
L08780,C09030,P09662,R00686
L08781,C08313,P05757,R00616
L08782,C03846,P03628,R06191
L08783,C05791,P02125,R04880
L08784,C00500,P07499,R06816
L08785,C02456,P05812,R09689
L08786,C03127,P06519,R06436
L08787,C07782,P02500,R02202
L08788,C07429,P00094,R02053
L08789,C01505,P01951,R03419
L08790,C02668,P09689,R07782
L08791,C01969,P06756,R03578
L08792,C00304,P09772,R03880
L08793,C08904,P05830,R07152
L08794,C09600,P06657,R02041
L08795,C00864,P00830,R04379
L08796,C08831,P02760,R08253
L08797,C07574,P03627,R09932
L08798,C00834,P03970,R07876
L08799,C06805,P04686,R09424
L08800,C05276,P01003,R01169
L08801,C00518,P00664,R00536
L08802,C09717,P09080,R00844
L08803,C01267,P01413,R03298
L08804,C01051,P00236,R03935
L08805,C04932,P09965,R05217
L08806,C09146,P04084,R00313
L08807,C07879,P01459,R03086
L08808,C08166,P03216,R03912
L08809,C08885,P02416,R02741
L08810,C00957,P03989,R04960
L08811,C04766,P01649,R03463
L08812,C08586,P02365,R03843
L08813,C05028,P00163,R08359
L08814,C01691,P03156,R02254
L08815,C09721,P08128,R00643
L08816,C09821,P07419,R07863
L08817,C09695,P06272,R02676
L08818,C02407,P09698,R03285
L08819,C08509,P04517,R00250
L08820,C04321,P01967,R02304
L08821,C02395,P00230,R03761
L08822,C04462,P02042,R00903
L08823,C01036,P03228,R05577
L08824,C05051,P03739,R07234
L08825,C03820,P05225,R05039
L08826,C07305,P06898,R05151
L08827,C05551,P06938,R01342
L08828,C09026,P00814,R08464
L08829,C03366,P04357,R08732
L08830,C08499,P01959,R02803
L08831,C04976,P07476,R07238
L08832,C02759,P01352,R08246
L08833,C01494,P00590,R05429
L08834,C06558,P01304,R08991
L08835,C00896,P06899,R08964
L08836,C02911,P06266,R02595
L08837,C00628,P02664,R05076
L08838,C08746,P09305,R09417
L08839,C04298,P07252,R05271
L08840,C09063,P07456,R05891
L08841,C00148,P00940,R05203
L08842,C06220,P09412,R06139
L08843,C06829,P08016,R04989
L08844,C07934,P02826,R07821
L08845,C01400,P07086,R01753
L08846,C02053,P07818,R08066
L08847,C05419,P04341,R06578
L08848,C01145,P03237,R00131
L08849,C06901,P01949,R08333
L08850,C03559,P03154,R07400
L08851,C08002,P00763,R07827
L08852,C07175,P00094,R07673
L08853,C02180,P06399,R06900
L08854,C01029,P07675,R00765
L08855,C02202,P03852,R06515
L08856,C08317,P05334,R00081
L08857,C06072,P06072,R00722
L08858,C01104,P07686,R09629
L08859,C07643,P09491,R09080
L08860,C07204,P07017,R01232
L08861,C07052,P05195,R07583
L08862,C07339,P00210,R01581
L08863,C01160,P00526,R03773
L08864,C00064,P00950,R03923
L08865,C00098,P05066,R05530
L08866,C02015,P02452,R04289
L08867,C08833,P09406,R06966
L08868,C03005,P07461,R07141
L08869,C07418,P01513,R09561
L08870,C08397,P06655,R05787
L08871,C01657,P02539,R09822
L08872,C08825,P05210,R01574
L08873,C02102,P07461,R01248
L08874,C04482,P06582,R02008
L08875,C06550,P06681,R07186
L08876,C08175,P09792,R08322
L08877,C02886,P07183,R09762
L08878,C03796,P05553,R08863
L08879,C01687,P09396,R05957
L08880,C00691,P09782,R01249
L08881,C02451,P09655,R09376
L08882,C06594,P03992,R09451
L08883,C00911,P03494,R02155
L08884,C06674,P07840,R04546
L08885,C08056,P05839,R01394
L08886,C03684,P00377,R05297
L08887,C05348,P05290,R06775
L08888,C04458,P04011,R08698
L08889,C03087,P00924,R00126
L08890,C00072,P02655,R04525
L08891,C02980,P06441,R09551
L08892,C01288,P07631,R03294
L08893,C07476,P08507,R07160
L08894,C09096,P01506,R07009
L08895,C08188,P04201,R04527
L08896,C06541,P03546,R05242
L08897,C04079,P01426,R00993
L08898,C04800,P04066,R02475
L08899,C07269,P07341,R04460
L08900,C01507,P07521,R04522
L08901,C01407,P02536,R04182
L08902,C05651,P01853,R01153
L08903,C09367,P08101,R08200
L08904,C06516,P05555,R06635
L08905,C03522,P05865,R09610
L08906,C01126,P07952,R05756
L08907,C03494,P06807,R05810
L08908,C08195,P09253,R00513
L08909,C08982,P08965,R09266
L08910,C08103,P07526,R07239
L08911,C00203,P03974,R08856
L08912,C07339,P00004,R07487
L08913,C05230,P05276,R08728
L08914,C05855,P01504,R04643
L08915,C01928,P04571,R06219
L08916,C03199,P01906,R05679
L08917,C08484,P02392,R04755
L08918,C03020,P05331,R03231
L08919,C09555,P01260,R09058
L08920,C08196,P06500,R08576
L08921,C01886,P02061,R05789
L08922,C00411,P02908,R00884
L08923,C00229,P09820,R00075
L08924,C00834,P03986,R08094
L08925,C01536,P00219,R02378
L08926,C08090,P06647,R00435
L08927,C03813,P01170,R04464
L08928,C02565,P09410,R05854
L08929,C07766,P04522,R01576
L08930,C07181,P02729,R02089
L08931,C07148,P06837,R09143
L08932,C00862,P08612,R03597
L08933,C07105,P09444,R07558
L08934,C01903,P06415,R05823
L08935,C01979,P02855,R00611
L08936,C01538,P09108,R05074
L08937,C06817,P06307,R07907
L08938,C09241,P03055,R04335
L08939,C01878,P06850,R05910
L08940,C09798,P05840,R04132
L08941,C04335,P04143,R08179
L08942,C09381,P05624,R03267
L08943,C07008,P03817,R01602
L08944,C03710,P04505,R02633
L08945,C06139,P02742,R01856
L08946,C06943,P03557,R07462
L08947,C07844,P01016,R06371
L08948,C07513,P02100,R09389
L08949,C07992,P03020,R08133
L08950,C07982,P02455,R08404
L08951,C02258,P02335,R05484
L08952,C08265,P09171,R02161
L08953,C05821,P07088,R06602
L08954,C09700,P02656,R08857
L08955,C07482,P02739,R03536
L08956,C02445,P03124,R00221
L08957,C08971,P06292,R09093
L08958,C04208,P08174,R05186
L08959,C03901,P02161,R06095
L08960,C01293,P05673,R05687
L08961,C02882,P08746,R01296
L08962,C03924,P05566,R02552
L08963,C05114,P02472,R09528
L08964,C02246,P03866,R00228
L08965,C00904,P05826,R03373
L08966,C02050,P01486,R09662
L08967,C09430,P04988,R08184
L08968,C07273,P04944,R06119
L08969,C07116,P02141,R08184
L08970,C03113,P03035,R08434
L08971,C01526,P06977,R03679
L08972,C04142,P05910,R07609
L08973,C00240,P02765,R04434
L08974,C05194,P08265,R06269
L08975,C06516,P03362,R01595
L08976,C00978,P08651,R01234
L08977,C02650,P08963,R09762
L08978,C06740,P00068,R06739
L08979,C08781,P06932,R05764
L08980,C01444,P09584,R05923
L08981,C07900,P04051,R05774
L08982,C09308,P02582,R04020
L08983,C02811,P05342,R08876
L08984,C02298,P09492,R01549
L08985,C05376,P05502,R02961
